199901010000,0.000000
199901010100,9.733631
199901010200,18.970480
199901010300,27.244760
199901010400,34.150640
199901010500,39.367180
199901010600,42.677670
199901010700,43.981980
199901010800,43.301270
199901010900,40.774660
199901011000,36.648150
199901011100,31.256600
199901011200,25.000000
199901011300,18.315650
199901011400,11.648150
199901011500,5.419319
199901011600,0.000000
199901011700,-4.314312
199901011800,-7.322330
199901011900,-8.929110
199901012000,-9.150635
199901012100,-8.110584
199901012200,-6.029524
199901012300,-3.207321
199901020000,0.000000
199901020100,3.207321
199901020200,6.029524
199901020300,8.110584
199901020400,9.150635
199901020500,8.929110
199901020600,7.322330
199901020700,4.314312
199901020800,0.000000
199901020900,-5.419319
199901021000,-11.648150
199901021100,-18.315650
199901021200,-25.000000
199901021300,-31.256600
199901021400,-36.648150
199901021500,-40.774660
199901021600,-43.301270
199901021700,-43.981980
199901021800,-42.677670
199901021900,-39.367180
199901022000,-34.150640
199901022100,-27.244760
199901022200,-18.970480
199901022300,-9.733631
199901030000,0.000000
199901030100,9.733631
199901030200,18.970480
199901030300,27.244760
199901030400,34.150640
199901030500,39.367180
199901030600,42.677670
199901030700,43.981980
199901030800,43.301270
199901030900,40.774660
199901031000,36.648150
199901031100,31.256600
199901031200,25.000000
199901031300,18.315650
199901031400,11.648150
199901031500,5.419319
199901031600,0.000000
199901031700,-4.314312
199901031800,-7.322330
199901031900,-8.929110
199901032000,-9.150635
199901032100,-8.110584
199901032200,-6.029524
199901032300,-3.207321
199901040000,0.000000
199901040100,3.207321
199901040200,6.029524
199901040300,8.110584
199901040400,9.150635
199901040500,8.929110
199901040600,7.322330
199901040700,4.314312
199901040800,0.000000
199901040900,-5.419319
199901041000,-11.648150
199901041100,-18.315650
199901041200,-25.000000
199901041300,-31.256600
199901041400,-36.648150
199901041500,-40.774660
199901041600,-43.301270
199901041700,-43.981980
199901041800,-42.677670
199901041900,-39.367180
199901042000,-34.150640
199901042100,-27.244760
199901042200,-18.970480
199901042300,-9.733631
199901050000,0.000000
199901050100,9.733631
199901050200,18.970480
199901050300,27.244760
199901050400,34.150640
199901050500,39.367180
199901050600,42.677670
199901050700,43.981980
199901050800,43.301270
199901050900,40.774660
199901051000,36.648150
199901051100,31.256600
199901051200,25.000000
199901051300,18.315650
199901051400,11.648150
199901051500,5.419319
199901051600,0.000000
199901051700,-4.314312
199901051800,-7.322330
199901051900,-8.929110
199901052000,-9.150635
199901052100,-8.110584
199901052200,-6.029524
199901052300,-3.207321
199901060000,0.000000
199901060100,3.207321
199901060200,6.029524
199901060300,8.110584
199901060400,9.150635
199901060500,8.929110
199901060600,7.322330
199901060700,4.314312
199901060800,0.000000
199901060900,-5.419319
199901061000,-11.648150
199901061100,-18.315650
199901061200,-25.000000
199901061300,-31.256600
199901061400,-36.648150
199901061500,-40.774660
199901061600,-43.301270
199901061700,-43.981980
199901061800,-42.677670
199901061900,-39.367180
199901062000,-34.150640
199901062100,-27.244760
199901062200,-18.970480
199901062300,-9.733631
199901070000,0.000000
199901070100,9.733631
199901070200,18.970480
199901070300,27.244760
199901070400,34.150640
199901070500,39.367180
199901070600,42.677670
199901070700,43.981980
199901070800,43.301270
199901070900,40.774660
199901071000,36.648150
199901071100,31.256600
199901071200,25.000000
199901071300,18.315650
199901071400,11.648150
199901071500,5.419319
199901071600,0.000000
199901071700,-4.314312
199901071800,-7.322330
199901071900,-8.929110
199901072000,-9.150635
199901072100,-8.110584
199901072200,-6.029524
199901072300,-3.207321
199901080000,0.000000
199901080100,3.207321
199901080200,6.029524
199901080300,8.110584
199901080400,9.150635
199901080500,8.929110
199901080600,7.322330
199901080700,4.314312
199901080800,0.000000
199901080900,-5.419319
199901081000,-11.648150
199901081100,-18.315650
199901081200,-25.000000
199901081300,-31.256600
199901081400,-36.648150
199901081500,-40.774660
199901081600,-43.301270
199901081700,-43.981980
199901081800,-42.677670
199901081900,-39.367180
199901082000,-34.150640
199901082100,-27.244760
199901082200,-18.970480
199901082300,-9.733631
199901090000,0.000000
199901090100,9.733631
199901090200,18.970480
199901090300,27.244760
199901090400,34.150640
199901090500,39.367180
199901090600,42.677670
199901090700,43.981980
199901090800,43.301270
199901090900,40.774660
199901091000,36.648150
199901091100,31.256600
199901091200,25.000000
199901091300,18.315650
199901091400,11.648150
199901091500,5.419319
199901091600,0.000000
199901091700,-4.314312
199901091800,-7.322330
199901091900,-8.929110
199901092000,-9.150635
199901092100,-8.110584
199901092200,-6.029524
199901092300,-3.207321
199901100000,0.000000
199901100100,3.207321
199901100200,6.029524
199901100300,8.110584
199901100400,9.150635
199901100500,8.929110
199901100600,7.322330
199901100700,4.314312
199901100800,0.000000
199901100900,-5.419319
199901101000,-11.648150
199901101100,-18.315650
199901101200,-25.000000
199901101300,-31.256600
199901101400,-36.648150
199901101500,-40.774660
199901101600,-43.301270
199901101700,-43.981980
199901101800,-42.677670
199901101900,-39.367180
199901102000,-34.150640
199901102100,-27.244760
199901102200,-18.970480
199901102300,-9.733631
199901110000,0.000000
199901110100,9.733631
199901110200,18.970480
199901110300,27.244760
199901110400,34.150640
199901110500,39.367180
199901110600,42.677670
199901110700,43.981980
199901110800,43.301270
199901110900,40.774660
199901111000,36.648150
199901111100,31.256600
199901111200,25.000000
199901111300,18.315650
199901111400,11.648150
199901111500,5.419319
199901111600,0.000000
199901111700,-4.314312
199901111800,-7.322330
199901111900,-8.929110
199901112000,-9.150635
199901112100,-8.110584
199901112200,-6.029524
199901112300,-3.207321
199901120000,0.000000
199901120100,3.207321
199901120200,6.029524
199901120300,8.110584
199901120400,9.150635
199901120500,8.929110
199901120600,7.322330
199901120700,4.314312
199901120800,0.000000
199901120900,-5.419319
199901121000,-11.648150
199901121100,-18.315650
199901121200,-25.000000
199901121300,-31.256600
199901121400,-36.648150
199901121500,-40.774660
199901121600,-43.301270
199901121700,-43.981980
199901121800,-42.677670
199901121900,-39.367180
199901122000,-34.150640
199901122100,-27.244760
199901122200,-18.970480
199901122300,-9.733631
199901130000,0.000000
199901130100,9.733631
199901130200,18.970480
199901130300,27.244760
199901130400,34.150640
199901130500,39.367180
199901130600,42.677670
199901130700,43.981980
199901130800,43.301270
199901130900,40.774660
199901131000,36.648150
199901131100,31.256600
199901131200,25.000000
199901131300,18.315650
199901131400,11.648150
199901131500,5.419319
199901131600,0.000000
199901131700,-4.314312
199901131800,-7.322330
199901131900,-8.929110
199901132000,-9.150635
199901132100,-8.110584
199901132200,-6.029524
199901132300,-3.207321
199901140000,0.000000
199901140100,3.207321
199901140200,6.029524
199901140300,8.110584
199901140400,9.150635
199901140500,8.929110
199901140600,7.322330
